time,open,high,low,close,volume
2026-06-04 05:15:00+00:00,1.16081,1.16091,1.16054,1.16057,422.1
2026-06-04 05:30:00+00:00,1.16057,1.16088,1.16052,1.16082,558.9
2026-06-04 05:45:00+00:00,1.16082,1.16103,1.16074,1.16097,602.55
2026-06-04 06:00:00+00:00,1.16099,1.16124,1.16089,1.16122,940.95
2026-06-04 06:15:00+00:00,1.16121,1.16127,1.16069,1.16105,701.55
2026-06-04 06:30:00+00:00,1.16105,1.16148,1.16085,1.1613,1160.32
2026-06-04 06:45:00+00:00,1.16129,1.16129,1.16078,1.16107,1011.15
2026-06-04 07:00:00+00:00,1.16106,1.16126,1.16091,1.16105,1062.9
2026-06-04 07:15:00+00:00,1.16105,1.16114,1.16035,1.16063,815.85
2026-06-04 07:30:00+00:00,1.16062,1.16072,1.15984,1.16014,1159.65
2026-06-04 07:45:00+00:00,1.16013,1.16043,1.15998,1.1604,867.15
2026-06-04 08:00:00+00:00,1.16037,1.16076,1.16034,1.16053,1164.06
2026-06-04 08:15:00+00:00,1.16054,1.16108,1.16052,1.16103,1112.85
2026-06-04 08:30:00+00:00,1.16104,1.16139,1.16067,1.16075,1168.01
2026-06-04 08:45:00+00:00,1.16073,1.16138,1.16073,1.16131,759.6
2026-06-04 09:00:00+00:00,1.1613,1.16197,1.1613,1.16189,1491.3
2026-06-04 09:15:00+00:00,1.16189,1.16224,1.16181,1.16205,1153.16
2026-06-04 09:30:00+00:00,1.16207,1.16272,1.16191,1.16265,1198.8
2026-06-04 09:45:00+00:00,1.16267,1.16283,1.16242,1.16257,1111.72
2026-06-04 10:00:00+00:00,1.16255,1.16305,1.16251,1.16296,1120.77
2026-06-04 10:15:00+00:00,1.16295,1.16304,1.16258,1.16286,720.45
2026-06-04 10:30:00+00:00,1.16285,1.16334,1.1628,1.16323,990.45
2026-06-04 10:45:00+00:00,1.16322,1.16339,1.16276,1.16303,1186.84
2026-06-04 11:00:00+00:00,1.16304,1.16368,1.16301,1.16352,1200.59
2026-06-04 11:15:00+00:00,1.16353,1.16434,1.1635,1.16406,1368.0
2026-06-04 11:30:00+00:00,1.16407,1.16442,1.16368,1.16437,1535.87
2026-06-04 11:45:00+00:00,1.16438,1.1645,1.16409,1.16417,1288.79
2026-06-04 12:00:00+00:00,1.16416,1.16451,1.16344,1.16377,2195.6
2026-06-04 12:15:00+00:00,1.16379,1.16399,1.16366,1.16379,1163.87
2026-06-04 12:30:00+00:00,1.16384,1.16413,1.16379,1.16398,1080.22
2026-06-04 12:45:00+00:00,1.16398,1.16433,1.16368,1.16369,1296.3600000000001
2026-06-04 13:00:00+00:00,1.16369,1.16398,1.16341,1.16347,1315.84
2026-06-04 13:15:00+00:00,1.16348,1.16378,1.16339,1.16363,1317.15
2026-06-04 13:30:00+00:00,1.16366,1.16394,1.16347,1.16394,1973.8600000000001
2026-06-04 13:45:00+00:00,1.16394,1.16397,1.16352,1.16359,1837.72
2026-06-04 14:00:00+00:00,1.16359,1.16398,1.16321,1.16334,2023.26
2026-06-04 14:15:00+00:00,1.16335,1.16348,1.16311,1.16315,1007.01
2026-06-04 14:30:00+00:00,1.16313,1.16327,1.1629,1.16313,938.87
2026-06-04 14:45:00+00:00,1.16313,1.16331,1.16294,1.16303,1362.96
2026-06-04 15:00:00+00:00,1.16304,1.16314,1.16235,1.16249,1650.15
2026-06-04 15:15:00+00:00,1.16249,1.16263,1.16223,1.16235,1017.45
2026-06-04 15:30:00+00:00,1.16237,1.16265,1.16223,1.16236,1070.32
2026-06-04 15:45:00+00:00,1.16235,1.16297,1.16226,1.16281,999.9
2026-06-04 16:00:00+00:00,1.16282,1.1629,1.16263,1.16275,793.35
2026-06-04 16:15:00+00:00,1.16276,1.16297,1.16267,1.16281,418.95
2026-06-04 16:30:00+00:00,1.16281,1.16288,1.16253,1.16263,586.8
2026-06-04 16:45:00+00:00,1.16262,1.16262,1.16231,1.16234,530.5500000000001
2026-06-04 17:00:00+00:00,1.16234,1.16239,1.1621,1.16214,620.55
2026-06-04 17:15:00+00:00,1.16213,1.1622,1.16199,1.16202,471.15
2026-06-04 17:30:00+00:00,1.16201,1.16218,1.16198,1.16206,664.65
2026-06-04 17:45:00+00:00,1.16204,1.1621,1.16194,1.16207,319.95
2026-06-04 18:00:00+00:00,1.16206,1.16224,1.16197,1.16203,417.15
2026-06-04 18:15:00+00:00,1.16204,1.16205,1.16163,1.16164,271.8
2026-06-04 18:30:00+00:00,1.16165,1.16177,1.16149,1.16162,518.4
2026-06-04 18:45:00+00:00,1.16162,1.16174,1.16132,1.1615,523.35
2026-06-04 19:00:00+00:00,1.16148,1.16161,1.16112,1.16118,598.95
2026-06-04 19:15:00+00:00,1.16122,1.16128,1.16119,1.16122,415.8
