time,currency,impact,event,window_start,window_end,source,country
2023-09-22T07:30:00,EUR,high,German Flash Services PMI,2023-09-22T07:27:00,2023-09-22T07:33:00,forexfactory,GE
2023-09-22T13:45:00,USD,high,Flash Services PMI,2023-09-22T13:42:00,2023-09-22T13:48:00,forexfactory,US
2023-09-22T13:45:00,USD,high,Flash Manufacturing PMI,2023-09-22T13:42:00,2023-09-22T13:48:00,forexfactory,US
2023-09-25T08:00:00,EUR,high,German ifo Business Climate,2023-09-25T07:57:00,2023-09-25T08:03:00,forexfactory,GE
2023-09-26T14:00:00,USD,high,CB Consumer Confidence,2023-09-26T13:57:00,2023-09-26T14:03:00,forexfactory,US
2023-09-28T07:00:00,EUR,high,Spanish Flash CPI y/y,2023-09-28T06:57:00,2023-09-28T07:03:00,forexfactory,SP
2023-09-28T12:30:00,USD,high,Final GDP q/q,2023-09-28T12:27:00,2023-09-28T12:33:00,forexfactory,US
2023-09-28T12:30:00,USD,high,Unemployment Claims,2023-09-28T12:27:00,2023-09-28T12:33:00,forexfactory,US
2023-09-28T20:00:00,USD,high,Fed Chairman Powell Speaks,2023-09-28T19:57:00,2023-09-28T20:03:00,forexfactory,US
2023-09-29T12:30:00,USD,high,Core PCE Price Index m/m,2023-09-29T12:27:00,2023-09-29T12:33:00,forexfactory,US
2023-09-29T14:00:00,USD,high,Revised UoM Consumer Sentiment,2023-09-29T13:57:00,2023-09-29T14:03:00,forexfactory,US
2023-10-02T14:00:00,USD,high,ISM Manufacturing PMI,2023-10-02T13:57:00,2023-10-02T14:03:00,forexfactory,US
2023-10-02T15:00:00,USD,high,Fed Chairman Powell Speaks,2023-10-02T14:57:00,2023-10-02T15:03:00,forexfactory,US
2023-10-03T14:00:00,USD,high,JOLTS Job Openings,2023-10-03T13:57:00,2023-10-03T14:03:00,forexfactory,US
2023-10-04T12:15:00,USD,high,ADP Non-Farm Employment Change,2023-10-04T12:12:00,2023-10-04T12:18:00,forexfactory,US
2023-10-04T14:00:00,USD,high,ISM Services PMI,2023-10-04T13:57:00,2023-10-04T14:03:00,forexfactory,US
2023-10-05T12:30:00,USD,high,Unemployment Claims,2023-10-05T12:27:00,2023-10-05T12:33:00,forexfactory,US
2023-10-06T12:30:00,USD,high,Average Hourly Earnings m/m,2023-10-06T12:27:00,2023-10-06T12:33:00,forexfactory,US
2023-10-06T12:30:00,USD,high,Non-Farm Employment Change,2023-10-06T12:27:00,2023-10-06T12:33:00,forexfactory,US
2023-10-06T12:30:00,USD,high,Unemployment Rate,2023-10-06T12:27:00,2023-10-06T12:33:00,forexfactory,US
2023-10-11T12:30:00,USD,high,PPI m/m,2023-10-11T12:27:00,2023-10-11T12:33:00,forexfactory,US
2023-10-11T12:30:00,USD,high,Core PPI m/m,2023-10-11T12:27:00,2023-10-11T12:33:00,forexfactory,US
2023-10-11T18:00:00,USD,high,FOMC Meeting Minutes,2023-10-11T17:57:00,2023-10-11T18:03:00,forexfactory,US
2023-10-12T12:30:00,USD,high,CPI m/m,2023-10-12T12:27:00,2023-10-12T12:33:00,forexfactory,US
2023-10-12T12:30:00,USD,high,CPI y/y,2023-10-12T12:27:00,2023-10-12T12:33:00,forexfactory,US
2023-10-12T12:30:00,USD,high,Core CPI m/m,2023-10-12T12:27:00,2023-10-12T12:33:00,forexfactory,US
2023-10-12T12:30:00,USD,high,Unemployment Claims,2023-10-12T12:27:00,2023-10-12T12:33:00,forexfactory,US
2023-10-13T14:00:00,USD,high,Prelim UoM Consumer Sentiment,2023-10-13T13:57:00,2023-10-13T14:03:00,forexfactory,US
2023-10-16T12:30:00,USD,high,Empire State Manufacturing Index,2023-10-16T12:27:00,2023-10-16T12:33:00,forexfactory,US
2023-10-17T12:30:00,USD,high,Retail Sales m/m,2023-10-17T12:27:00,2023-10-17T12:33:00,forexfactory,US
2023-10-17T12:30:00,USD,high,Core Retail Sales m/m,2023-10-17T12:27:00,2023-10-17T12:33:00,forexfactory,US
2023-10-19T12:30:00,USD,high,Unemployment Claims,2023-10-19T12:27:00,2023-10-19T12:33:00,forexfactory,US
2023-10-19T16:00:00,USD,high,Fed Chairman Powell Speaks,2023-10-19T15:57:00,2023-10-19T16:03:00,forexfactory,US
2023-10-24T07:15:00,EUR,high,French Flash Manufacturing PMI,2023-10-24T07:12:00,2023-10-24T07:18:00,forexfactory,FR
2023-10-24T07:15:00,EUR,high,French Flash Services PMI,2023-10-24T07:12:00,2023-10-24T07:18:00,forexfactory,FR
2023-10-24T07:30:00,EUR,high,German Flash Manufacturing PMI,2023-10-24T07:27:00,2023-10-24T07:33:00,forexfactory,GE
2023-10-24T07:30:00,EUR,high,German Flash Services PMI,2023-10-24T07:27:00,2023-10-24T07:33:00,forexfactory,GE
2023-10-24T13:45:00,USD,high,Flash Manufacturing PMI,2023-10-24T13:42:00,2023-10-24T13:48:00,forexfactory,US
2023-10-24T13:45:00,USD,high,Flash Services PMI,2023-10-24T13:42:00,2023-10-24T13:48:00,forexfactory,US
2023-10-25T08:00:00,EUR,high,German ifo Business Climate,2023-10-25T07:57:00,2023-10-25T08:03:00,forexfactory,GE
2023-10-25T20:35:00,USD,high,Fed Chairman Powell Speaks,2023-10-25T20:32:00,2023-10-25T20:38:00,forexfactory,US
2023-10-26T12:15:00,EUR,high,Main Refinancing Rate,2023-10-26T12:12:00,2023-10-26T12:18:00,forexfactory,EZ
2023-10-26T12:15:00,EUR,high,Monetary Policy Statement,2023-10-26T12:12:00,2023-10-26T12:18:00,forexfactory,EZ
2023-10-26T12:30:00,USD,high,Advance GDP q/q,2023-10-26T12:27:00,2023-10-26T12:33:00,forexfactory,US
2023-10-26T12:30:00,USD,high,Unemployment Claims,2023-10-26T12:27:00,2023-10-26T12:33:00,forexfactory,US
2023-10-26T12:45:00,EUR,high,ECB Press Conference,2023-10-26T12:42:00,2023-10-26T12:48:00,forexfactory,EZ
2023-10-27T12:30:00,USD,high,Core PCE Price Index m/m,2023-10-27T12:27:00,2023-10-27T12:33:00,forexfactory,US
2023-10-27T14:00:00,USD,high,Revised UoM Consumer Sentiment,2023-10-27T13:57:00,2023-10-27T14:03:00,forexfactory,US
2023-10-30T08:00:00,EUR,high,Spanish Flash CPI y/y,2023-10-30T07:57:00,2023-10-30T08:03:00,forexfactory,SP
2023-10-31T12:30:00,USD,high,Employment Cost Index q/q,2023-10-31T12:27:00,2023-10-31T12:33:00,forexfactory,US
2023-10-31T14:00:00,USD,high,CB Consumer Confidence,2023-10-31T13:57:00,2023-10-31T14:03:00,forexfactory,US
2023-11-01T12:15:00,USD,high,ADP Non-Farm Employment Change,2023-11-01T12:12:00,2023-11-01T12:18:00,forexfactory,US
2023-11-01T14:00:00,USD,high,ISM Manufacturing PMI,2023-11-01T13:57:00,2023-11-01T14:03:00,forexfactory,US
2023-11-01T14:00:00,USD,high,JOLTS Job Openings,2023-11-01T13:57:00,2023-11-01T14:03:00,forexfactory,US
2023-11-01T18:00:00,USD,high,FOMC Statement,2023-11-01T17:57:00,2023-11-01T18:03:00,forexfactory,US
2023-11-01T18:00:00,USD,high,Federal Funds Rate,2023-11-01T17:57:00,2023-11-01T18:03:00,forexfactory,US
2023-11-01T18:30:00,USD,high,FOMC Press Conference,2023-11-01T18:27:00,2023-11-01T18:33:00,forexfactory,US
2023-11-02T12:30:00,USD,high,Unemployment Claims,2023-11-02T12:27:00,2023-11-02T12:33:00,forexfactory,US
2023-11-03T12:30:00,USD,high,Average Hourly Earnings m/m,2023-11-03T12:27:00,2023-11-03T12:33:00,forexfactory,US
2023-11-03T12:30:00,USD,high,Non-Farm Employment Change,2023-11-03T12:27:00,2023-11-03T12:33:00,forexfactory,US
2023-11-03T12:30:00,USD,high,Unemployment Rate,2023-11-03T12:27:00,2023-11-03T12:33:00,forexfactory,US
2023-11-03T14:00:00,USD,high,ISM Services PMI,2023-11-03T13:57:00,2023-11-03T14:03:00,forexfactory,US
2023-11-07T21:00:00,USD,high,Treasury Currency Report,2023-11-07T20:57:00,2023-11-07T21:03:00,forexfactory,US
2023-11-08T14:15:00,USD,high,Fed Chairman Powell Speaks,2023-11-08T14:12:00,2023-11-08T14:18:00,forexfactory,US
2023-11-09T13:30:00,USD,high,Unemployment Claims,2023-11-09T13:27:00,2023-11-09T13:33:00,forexfactory,US
2023-11-09T19:00:00,USD,high,Fed Chairman Powell Speaks,2023-11-09T18:57:00,2023-11-09T19:03:00,forexfactory,US
2023-11-10T15:00:00,USD,high,Prelim UoM Consumer Sentiment,2023-11-10T14:57:00,2023-11-10T15:03:00,forexfactory,US
2023-11-14T13:30:00,USD,high,CPI m/m,2023-11-14T13:27:00,2023-11-14T13:33:00,forexfactory,US
2023-11-14T13:30:00,USD,high,CPI y/y,2023-11-14T13:27:00,2023-11-14T13:33:00,forexfactory,US
2023-11-14T13:30:00,USD,high,Core CPI m/m,2023-11-14T13:27:00,2023-11-14T13:33:00,forexfactory,US
2023-11-15T13:30:00,USD,high,Core PPI m/m,2023-11-15T13:27:00,2023-11-15T13:33:00,forexfactory,US
2023-11-15T13:30:00,USD,high,Core Retail Sales m/m,2023-11-15T13:27:00,2023-11-15T13:33:00,forexfactory,US
2023-11-15T13:30:00,USD,high,Empire State Manufacturing Index,2023-11-15T13:27:00,2023-11-15T13:33:00,forexfactory,US
2023-11-15T13:30:00,USD,high,PPI m/m,2023-11-15T13:27:00,2023-11-15T13:33:00,forexfactory,US
2023-11-15T13:30:00,USD,high,Retail Sales m/m,2023-11-15T13:27:00,2023-11-15T13:33:00,forexfactory,US
2023-11-16T13:30:00,USD,high,Unemployment Claims,2023-11-16T13:27:00,2023-11-16T13:33:00,forexfactory,US
2023-11-21T19:00:00,USD,high,FOMC Meeting Minutes,2023-11-21T18:57:00,2023-11-21T19:03:00,forexfactory,US
2023-11-22T13:30:00,USD,high,Unemployment Claims,2023-11-22T13:27:00,2023-11-22T13:33:00,forexfactory,US
2023-11-22T15:00:00,USD,high,Revised UoM Consumer Sentiment,2023-11-22T14:57:00,2023-11-22T15:03:00,forexfactory,US
2023-11-23T08:15:00,EUR,high,French Flash Manufacturing PMI,2023-11-23T08:12:00,2023-11-23T08:18:00,forexfactory,FR
2023-11-23T08:15:00,EUR,high,French Flash Services PMI,2023-11-23T08:12:00,2023-11-23T08:18:00,forexfactory,FR
2023-11-23T08:30:00,EUR,high,German Flash Manufacturing PMI,2023-11-23T08:27:00,2023-11-23T08:33:00,forexfactory,GE
2023-11-23T08:30:00,EUR,high,German Flash Services PMI,2023-11-23T08:27:00,2023-11-23T08:33:00,forexfactory,GE
2023-11-24T14:45:00,USD,high,Flash Services PMI,2023-11-24T14:42:00,2023-11-24T14:48:00,forexfactory,US
2023-11-24T14:45:00,USD,high,Flash Manufacturing PMI,2023-11-24T14:42:00,2023-11-24T14:48:00,forexfactory,US
2023-11-28T15:00:00,USD,high,CB Consumer Confidence,2023-11-28T14:57:00,2023-11-28T15:03:00,forexfactory,US
2023-11-29T08:00:00,EUR,high,Spanish Flash CPI y/y,2023-11-29T07:57:00,2023-11-29T08:03:00,forexfactory,SP
2023-11-29T13:30:00,USD,high,Prelim GDP q/q,2023-11-29T13:27:00,2023-11-29T13:33:00,forexfactory,US
2023-11-30T13:30:00,USD,high,Core PCE Price Index m/m,2023-11-30T13:27:00,2023-11-30T13:33:00,forexfactory,US
2023-11-30T13:30:00,USD,high,Unemployment Claims,2023-11-30T13:27:00,2023-11-30T13:33:00,forexfactory,US
2023-12-01T15:00:00,USD,high,ISM Manufacturing PMI,2023-12-01T14:57:00,2023-12-01T15:03:00,forexfactory,US
2023-12-01T16:00:00,USD,high,Fed Chairman Powell Speaks,2023-12-01T15:57:00,2023-12-01T16:03:00,forexfactory,US
2023-12-01T19:00:00,USD,high,Fed Chairman Powell Speaks,2023-12-01T18:57:00,2023-12-01T19:03:00,forexfactory,US
2023-12-05T15:00:00,USD,high,ISM Services PMI,2023-12-05T14:57:00,2023-12-05T15:03:00,forexfactory,US
2023-12-05T15:00:00,USD,high,JOLTS Job Openings,2023-12-05T14:57:00,2023-12-05T15:03:00,forexfactory,US
2023-12-06T13:15:00,USD,high,ADP Non-Farm Employment Change,2023-12-06T13:12:00,2023-12-06T13:18:00,forexfactory,US
2023-12-07T13:30:00,USD,high,Unemployment Claims,2023-12-07T13:27:00,2023-12-07T13:33:00,forexfactory,US
2023-12-08T13:30:00,USD,high,Average Hourly Earnings m/m,2023-12-08T13:27:00,2023-12-08T13:33:00,forexfactory,US
2023-12-08T13:30:00,USD,high,Non-Farm Employment Change,2023-12-08T13:27:00,2023-12-08T13:33:00,forexfactory,US
2023-12-08T13:30:00,USD,high,Unemployment Rate,2023-12-08T13:27:00,2023-12-08T13:33:00,forexfactory,US
2023-12-08T15:00:00,USD,high,Prelim UoM Consumer Sentiment,2023-12-08T14:57:00,2023-12-08T15:03:00,forexfactory,US
2023-12-12T13:30:00,USD,high,CPI y/y,2023-12-12T13:27:00,2023-12-12T13:33:00,forexfactory,US
2023-12-12T13:30:00,USD,high,Core CPI m/m,2023-12-12T13:27:00,2023-12-12T13:33:00,forexfactory,US
2023-12-12T13:30:00,USD,high,CPI m/m,2023-12-12T13:27:00,2023-12-12T13:33:00,forexfactory,US
2023-12-13T13:30:00,USD,high,Core PPI m/m,2023-12-13T13:27:00,2023-12-13T13:33:00,forexfactory,US
2023-12-13T13:30:00,USD,high,PPI m/m,2023-12-13T13:27:00,2023-12-13T13:33:00,forexfactory,US
2023-12-13T19:00:00,USD,high,FOMC Economic Projections,2023-12-13T18:57:00,2023-12-13T19:03:00,forexfactory,US
2023-12-13T19:00:00,USD,high,FOMC Statement,2023-12-13T18:57:00,2023-12-13T19:03:00,forexfactory,US
2023-12-13T19:00:00,USD,high,Federal Funds Rate,2023-12-13T18:57:00,2023-12-13T19:03:00,forexfactory,US
2023-12-13T19:30:00,USD,high,FOMC Press Conference,2023-12-13T19:27:00,2023-12-13T19:33:00,forexfactory,US
2023-12-14T13:15:00,EUR,high,Monetary Policy Statement,2023-12-14T13:12:00,2023-12-14T13:18:00,forexfactory,EZ
2023-12-14T13:15:00,EUR,high,Main Refinancing Rate,2023-12-14T13:12:00,2023-12-14T13:18:00,forexfactory,EZ
2023-12-14T13:30:00,USD,high,Core Retail Sales m/m,2023-12-14T13:27:00,2023-12-14T13:33:00,forexfactory,US
2023-12-14T13:30:00,USD,high,Retail Sales m/m,2023-12-14T13:27:00,2023-12-14T13:33:00,forexfactory,US
2023-12-14T13:30:00,USD,high,Unemployment Claims,2023-12-14T13:27:00,2023-12-14T13:33:00,forexfactory,US
2023-12-14T13:45:00,EUR,high,ECB Press Conference,2023-12-14T13:42:00,2023-12-14T13:48:00,forexfactory,EZ
2023-12-15T08:15:00,EUR,high,French Flash Manufacturing PMI,2023-12-15T08:12:00,2023-12-15T08:18:00,forexfactory,FR
2023-12-15T08:15:00,EUR,high,French Flash Services PMI,2023-12-15T08:12:00,2023-12-15T08:18:00,forexfactory,FR
2023-12-15T08:30:00,EUR,high,German Flash Manufacturing PMI,2023-12-15T08:27:00,2023-12-15T08:33:00,forexfactory,GE
2023-12-15T08:30:00,EUR,high,German Flash Services PMI,2023-12-15T08:27:00,2023-12-15T08:33:00,forexfactory,GE
2023-12-15T13:30:00,USD,high,Empire State Manufacturing Index,2023-12-15T13:27:00,2023-12-15T13:33:00,forexfactory,US
2023-12-15T14:45:00,USD,high,Flash Manufacturing PMI,2023-12-15T14:42:00,2023-12-15T14:48:00,forexfactory,US
2023-12-15T14:45:00,USD,high,Flash Services PMI,2023-12-15T14:42:00,2023-12-15T14:48:00,forexfactory,US
2023-12-20T15:00:00,USD,high,CB Consumer Confidence,2023-12-20T14:57:00,2023-12-20T15:03:00,forexfactory,US
2023-12-21T13:30:00,USD,high,Final GDP q/q,2023-12-21T13:27:00,2023-12-21T13:33:00,forexfactory,US
2023-12-21T13:30:00,USD,high,Unemployment Claims,2023-12-21T13:27:00,2023-12-21T13:33:00,forexfactory,US
2023-12-22T13:30:00,USD,high,Core PCE Price Index m/m,2023-12-22T13:27:00,2023-12-22T13:33:00,forexfactory,US
2023-12-22T15:00:00,USD,high,Revised UoM Consumer Sentiment,2023-12-22T14:57:00,2023-12-22T15:03:00,forexfactory,US
2024-01-03T15:00:00,USD,high,JOLTS Job Openings,2024-01-03T14:57:00,2024-01-03T15:03:00,forexfactory,US
2024-01-03T15:00:00,USD,high,ISM Manufacturing PMI,2024-01-03T14:57:00,2024-01-03T15:03:00,forexfactory,US
2024-01-03T19:00:00,USD,high,FOMC Meeting Minutes,2024-01-03T18:57:00,2024-01-03T19:03:00,forexfactory,US
2024-01-04T13:15:00,USD,high,ADP Non-Farm Employment Change,2024-01-04T13:12:00,2024-01-04T13:18:00,forexfactory,US
2024-01-04T13:30:00,USD,high,Unemployment Claims,2024-01-04T13:27:00,2024-01-04T13:33:00,forexfactory,US
2024-01-05T13:30:00,USD,high,Average Hourly Earnings m/m,2024-01-05T13:27:00,2024-01-05T13:33:00,forexfactory,US
2024-01-05T13:30:00,USD,high,Non-Farm Employment Change,2024-01-05T13:27:00,2024-01-05T13:33:00,forexfactory,US
2024-01-05T13:30:00,USD,high,Unemployment Rate,2024-01-05T13:27:00,2024-01-05T13:33:00,forexfactory,US
2024-01-05T15:00:00,USD,high,ISM Services PMI,2024-01-05T14:57:00,2024-01-05T15:03:00,forexfactory,US
2024-01-11T13:30:00,USD,high,Unemployment Claims,2024-01-11T13:27:00,2024-01-11T13:33:00,forexfactory,US
2024-01-11T13:30:00,USD,high,Core CPI m/m,2024-01-11T13:27:00,2024-01-11T13:33:00,forexfactory,US
2024-01-11T13:30:00,USD,high,CPI y/y,2024-01-11T13:27:00,2024-01-11T13:33:00,forexfactory,US
2024-01-11T13:30:00,USD,high,CPI m/m,2024-01-11T13:27:00,2024-01-11T13:33:00,forexfactory,US
2024-01-12T13:30:00,USD,high,Core PPI m/m,2024-01-12T13:27:00,2024-01-12T13:33:00,forexfactory,US
2024-01-12T13:30:00,USD,high,PPI m/m,2024-01-12T13:27:00,2024-01-12T13:33:00,forexfactory,US
2024-01-16T13:30:00,USD,high,Empire State Manufacturing Index,2024-01-16T13:27:00,2024-01-16T13:33:00,forexfactory,US
2024-01-17T13:30:00,USD,high,Core Retail Sales m/m,2024-01-17T13:27:00,2024-01-17T13:33:00,forexfactory,US
2024-01-17T13:30:00,USD,high,Retail Sales m/m,2024-01-17T13:27:00,2024-01-17T13:33:00,forexfactory,US
2024-01-18T13:30:00,USD,high,Unemployment Claims,2024-01-18T13:27:00,2024-01-18T13:33:00,forexfactory,US
2024-01-19T15:00:00,USD,high,Prelim UoM Consumer Sentiment,2024-01-19T14:57:00,2024-01-19T15:03:00,forexfactory,US
2024-01-24T08:15:00,EUR,high,French Flash Manufacturing PMI,2024-01-24T08:12:00,2024-01-24T08:18:00,forexfactory,FR
2024-01-24T08:15:00,EUR,high,French Flash Services PMI,2024-01-24T08:12:00,2024-01-24T08:18:00,forexfactory,FR
2024-01-24T08:30:00,EUR,high,German Flash Manufacturing PMI,2024-01-24T08:27:00,2024-01-24T08:33:00,forexfactory,GE
2024-01-24T08:30:00,EUR,high,German Flash Services PMI,2024-01-24T08:27:00,2024-01-24T08:33:00,forexfactory,GE
2024-01-24T14:45:00,USD,high,Flash Manufacturing PMI,2024-01-24T14:42:00,2024-01-24T14:48:00,forexfactory,US
2024-01-24T14:45:00,USD,high,Flash Services PMI,2024-01-24T14:42:00,2024-01-24T14:48:00,forexfactory,US
2024-01-25T13:15:00,EUR,high,Main Refinancing Rate,2024-01-25T13:12:00,2024-01-25T13:18:00,forexfactory,EZ
2024-01-25T13:15:00,EUR,high,Monetary Policy Statement,2024-01-25T13:12:00,2024-01-25T13:18:00,forexfactory,EZ
2024-01-25T13:30:00,USD,high,Unemployment Claims,2024-01-25T13:27:00,2024-01-25T13:33:00,forexfactory,US
2024-01-25T13:30:00,USD,high,Advance GDP q/q,2024-01-25T13:27:00,2024-01-25T13:33:00,forexfactory,US
2024-01-25T13:45:00,EUR,high,ECB Press Conference,2024-01-25T13:42:00,2024-01-25T13:48:00,forexfactory,EZ
2024-01-26T13:30:00,USD,high,Core PCE Price Index m/m,2024-01-26T13:27:00,2024-01-26T13:33:00,forexfactory,US
2024-01-30T15:00:00,USD,high,CB Consumer Confidence,2024-01-30T14:57:00,2024-01-30T15:03:00,forexfactory,US
2024-01-30T15:00:00,USD,high,JOLTS Job Openings,2024-01-30T14:57:00,2024-01-30T15:03:00,forexfactory,US
2024-01-31T13:15:00,USD,high,ADP Non-Farm Employment Change,2024-01-31T13:12:00,2024-01-31T13:18:00,forexfactory,US
2024-01-31T13:30:00,USD,high,Employment Cost Index q/q,2024-01-31T13:27:00,2024-01-31T13:33:00,forexfactory,US
2024-01-31T19:00:00,USD,high,FOMC Statement,2024-01-31T18:57:00,2024-01-31T19:03:00,forexfactory,US
2024-01-31T19:00:00,USD,high,Federal Funds Rate,2024-01-31T18:57:00,2024-01-31T19:03:00,forexfactory,US
2024-01-31T19:30:00,USD,high,FOMC Press Conference,2024-01-31T19:27:00,2024-01-31T19:33:00,forexfactory,US
2024-02-01T13:30:00,USD,high,Unemployment Claims,2024-02-01T13:27:00,2024-02-01T13:33:00,forexfactory,US
2024-02-01T15:00:00,USD,high,ISM Manufacturing PMI,2024-02-01T14:57:00,2024-02-01T15:03:00,forexfactory,US
2024-02-02T13:30:00,USD,high,Average Hourly Earnings m/m,2024-02-02T13:27:00,2024-02-02T13:33:00,forexfactory,US
2024-02-02T13:30:00,USD,high,Non-Farm Employment Change,2024-02-02T13:27:00,2024-02-02T13:33:00,forexfactory,US
2024-02-02T13:30:00,USD,high,Unemployment Rate,2024-02-02T13:27:00,2024-02-02T13:33:00,forexfactory,US
2024-02-02T15:00:00,USD,high,Revised UoM Consumer Sentiment,2024-02-02T14:57:00,2024-02-02T15:03:00,forexfactory,US
2024-02-05T00:00:00,USD,high,Fed Chairman Powell Speaks,2024-02-04T23:57:00,2024-02-05T00:03:00,forexfactory,US
2024-02-05T15:00:00,USD,high,ISM Services PMI,2024-02-05T14:57:00,2024-02-05T15:03:00,forexfactory,US
2024-02-08T13:30:00,USD,high,Unemployment Claims,2024-02-08T13:27:00,2024-02-08T13:33:00,forexfactory,US
2024-02-13T13:30:00,USD,high,Core CPI m/m,2024-02-13T13:27:00,2024-02-13T13:33:00,forexfactory,US
2024-02-13T13:30:00,USD,high,CPI m/m,2024-02-13T13:27:00,2024-02-13T13:33:00,forexfactory,US
2024-02-13T13:30:00,USD,high,CPI y/y,2024-02-13T13:27:00,2024-02-13T13:33:00,forexfactory,US
2024-02-15T13:30:00,USD,high,Core Retail Sales m/m,2024-02-15T13:27:00,2024-02-15T13:33:00,forexfactory,US
2024-02-15T13:30:00,USD,high,Empire State Manufacturing Index,2024-02-15T13:27:00,2024-02-15T13:33:00,forexfactory,US
2024-02-15T13:30:00,USD,high,Retail Sales m/m,2024-02-15T13:27:00,2024-02-15T13:33:00,forexfactory,US
2024-02-15T13:30:00,USD,high,Unemployment Claims,2024-02-15T13:27:00,2024-02-15T13:33:00,forexfactory,US
2024-02-16T13:30:00,USD,high,Core PPI m/m,2024-02-16T13:27:00,2024-02-16T13:33:00,forexfactory,US
2024-02-16T13:30:00,USD,high,PPI m/m,2024-02-16T13:27:00,2024-02-16T13:33:00,forexfactory,US
2024-02-16T15:00:00,USD,high,Prelim UoM Consumer Sentiment,2024-02-16T14:57:00,2024-02-16T15:03:00,forexfactory,US
2024-02-21T19:00:00,USD,high,FOMC Meeting Minutes,2024-02-21T18:57:00,2024-02-21T19:03:00,forexfactory,US
2024-02-22T08:15:00,EUR,high,French Flash Manufacturing PMI,2024-02-22T08:12:00,2024-02-22T08:18:00,forexfactory,FR
2024-02-22T08:15:00,EUR,high,French Flash Services PMI,2024-02-22T08:12:00,2024-02-22T08:18:00,forexfactory,FR
2024-02-22T08:30:00,EUR,high,German Flash Manufacturing PMI,2024-02-22T08:27:00,2024-02-22T08:33:00,forexfactory,GE
2024-02-22T08:30:00,EUR,high,German Flash Services PMI,2024-02-22T08:27:00,2024-02-22T08:33:00,forexfactory,GE
2024-02-22T13:30:00,USD,high,Unemployment Claims,2024-02-22T13:27:00,2024-02-22T13:33:00,forexfactory,US
2024-02-22T14:45:00,USD,high,Flash Manufacturing PMI,2024-02-22T14:42:00,2024-02-22T14:48:00,forexfactory,US
2024-02-22T14:45:00,USD,high,Flash Services PMI,2024-02-22T14:42:00,2024-02-22T14:48:00,forexfactory,US
2024-02-27T13:30:00,USD,high,Durable Goods Orders m/m,2024-02-27T13:27:00,2024-02-27T13:33:00,forexfactory,US
2024-02-27T15:00:00,USD,high,CB Consumer Confidence,2024-02-27T14:57:00,2024-02-27T15:03:00,forexfactory,US
2024-02-28T13:30:00,USD,high,Prelim GDP q/q,2024-02-28T13:27:00,2024-02-28T13:33:00,forexfactory,US
2024-02-29T13:30:00,USD,high,Core PCE Price Index m/m,2024-02-29T13:27:00,2024-02-29T13:33:00,forexfactory,US
2024-02-29T13:30:00,USD,high,Unemployment Claims,2024-02-29T13:27:00,2024-02-29T13:33:00,forexfactory,US
2024-03-01T15:00:00,USD,high,ISM Manufacturing PMI,2024-03-01T14:57:00,2024-03-01T15:03:00,forexfactory,US
2024-03-01T15:00:00,USD,high,Revised UoM Consumer Sentiment,2024-03-01T14:57:00,2024-03-01T15:03:00,forexfactory,US
2024-03-05T15:00:00,USD,high,ISM Services PMI,2024-03-05T14:57:00,2024-03-05T15:03:00,forexfactory,US
2024-03-06T13:15:00,USD,high,ADP Non-Farm Employment Change,2024-03-06T13:12:00,2024-03-06T13:18:00,forexfactory,US
2024-03-06T15:00:00,USD,high,Fed Chairman Powell Testifies,2024-03-06T14:57:00,2024-03-06T15:03:00,forexfactory,US
2024-03-06T15:00:00,USD,high,JOLTS Job Openings,2024-03-06T14:57:00,2024-03-06T15:03:00,forexfactory,US
2024-03-07T13:15:00,EUR,high,Main Refinancing Rate,2024-03-07T13:12:00,2024-03-07T13:18:00,forexfactory,EZ
2024-03-07T13:15:00,EUR,high,Monetary Policy Statement,2024-03-07T13:12:00,2024-03-07T13:18:00,forexfactory,EZ
2024-03-07T13:30:00,USD,high,Unemployment Claims,2024-03-07T13:27:00,2024-03-07T13:33:00,forexfactory,US
2024-03-07T13:45:00,EUR,high,ECB Press Conference,2024-03-07T13:42:00,2024-03-07T13:48:00,forexfactory,EZ
2024-03-07T15:00:00,USD,high,Fed Chairman Powell Testifies,2024-03-07T14:57:00,2024-03-07T15:03:00,forexfactory,US
2024-03-08T13:30:00,USD,high,Unemployment Rate,2024-03-08T13:27:00,2024-03-08T13:33:00,forexfactory,US
2024-03-08T13:30:00,USD,high,Non-Farm Employment Change,2024-03-08T13:27:00,2024-03-08T13:33:00,forexfactory,US
2024-03-08T13:30:00,USD,high,Average Hourly Earnings m/m,2024-03-08T13:27:00,2024-03-08T13:33:00,forexfactory,US
2024-03-12T12:30:00,USD,high,CPI m/m,2024-03-12T12:27:00,2024-03-12T12:33:00,forexfactory,US
2024-03-12T12:30:00,USD,high,CPI y/y,2024-03-12T12:27:00,2024-03-12T12:33:00,forexfactory,US
2024-03-12T12:30:00,USD,high,Core CPI m/m,2024-03-12T12:27:00,2024-03-12T12:33:00,forexfactory,US
2024-03-12T17:01:00,USD,high,10-y Bond Auction,2024-03-12T16:58:00,2024-03-12T17:04:00,forexfactory,US
2024-03-13T17:01:00,USD,high,30-y Bond Auction,2024-03-13T16:58:00,2024-03-13T17:04:00,forexfactory,US
2024-03-14T12:30:00,USD,high,Core PPI m/m,2024-03-14T12:27:00,2024-03-14T12:33:00,forexfactory,US
