time,currency,impact,event,window_start,window_end,source,country
2021-08-26T12:30:00,USD,high,Prelim GDP q/q,2021-08-26T12:27:00,2021-08-26T12:33:00,forexfactory,US
2021-08-27T12:30:00,USD,high,Core PCE Price Index m/m,2021-08-27T12:27:00,2021-08-27T12:33:00,forexfactory,US
2021-08-27T14:00:00,USD,high,Fed Chairman Powell Speaks,2021-08-27T13:57:00,2021-08-27T14:03:00,forexfactory,US
2021-09-01T12:15:00,USD,high,ADP Non-Farm Employment Change,2021-09-01T12:12:00,2021-09-01T12:18:00,forexfactory,US
2021-09-01T14:00:00,USD,high,ISM Manufacturing PMI,2021-09-01T13:57:00,2021-09-01T14:03:00,forexfactory,US
2021-09-03T12:30:00,USD,high,Average Hourly Earnings m/m,2021-09-03T12:27:00,2021-09-03T12:33:00,forexfactory,US
2021-09-03T12:30:00,USD,high,Non-Farm Employment Change,2021-09-03T12:27:00,2021-09-03T12:33:00,forexfactory,US
2021-09-03T12:30:00,USD,high,Unemployment Rate,2021-09-03T12:27:00,2021-09-03T12:33:00,forexfactory,US
2021-09-03T14:00:00,USD,high,ISM Services PMI,2021-09-03T13:57:00,2021-09-03T14:03:00,forexfactory,US
2021-09-09T11:45:00,EUR,high,Monetary Policy Statement,2021-09-09T11:42:00,2021-09-09T11:48:00,forexfactory,EZ
2021-09-09T12:30:00,EUR,high,ECB Press Conference,2021-09-09T12:27:00,2021-09-09T12:33:00,forexfactory,EZ
2021-09-10T12:30:00,USD,high,PPI m/m,2021-09-10T12:27:00,2021-09-10T12:33:00,forexfactory,US
2021-09-14T12:30:00,USD,high,CPI m/m,2021-09-14T12:27:00,2021-09-14T12:33:00,forexfactory,US
2021-09-14T12:30:00,USD,high,CPI y/y,2021-09-14T12:27:00,2021-09-14T12:33:00,forexfactory,US
2021-09-14T12:30:00,USD,high,Core CPI m/m,2021-09-14T12:27:00,2021-09-14T12:33:00,forexfactory,US
2021-09-16T12:30:00,USD,high,Core Retail Sales m/m,2021-09-16T12:27:00,2021-09-16T12:33:00,forexfactory,US
2021-09-16T12:30:00,USD,high,Retail Sales m/m,2021-09-16T12:27:00,2021-09-16T12:33:00,forexfactory,US
2021-09-22T18:00:00,USD,high,FOMC Economic Projections,2021-09-22T17:57:00,2021-09-22T18:03:00,forexfactory,US
2021-09-22T18:00:00,USD,high,FOMC Statement,2021-09-22T17:57:00,2021-09-22T18:03:00,forexfactory,US
2021-09-22T18:30:00,USD,high,FOMC Press Conference,2021-09-22T18:27:00,2021-09-22T18:33:00,forexfactory,US
2021-09-23T07:30:00,EUR,high,German Flash Manufacturing PMI,2021-09-23T07:27:00,2021-09-23T07:33:00,forexfactory,GE
2021-09-23T07:30:00,EUR,high,German Flash Services PMI,2021-09-23T07:27:00,2021-09-23T07:33:00,forexfactory,GE
2021-09-24T14:00:00,USD,high,Fed Chairman Powell Speaks,2021-09-24T13:57:00,2021-09-24T14:03:00,forexfactory,US
2021-09-28T14:00:00,USD,high,Fed Chairman Powell Testifies,2021-09-28T13:57:00,2021-09-28T14:03:00,forexfactory,US
2021-09-29T15:45:00,USD,high,Fed Chairman Powell Speaks,2021-09-29T15:42:00,2021-09-29T15:48:00,forexfactory,US
2021-09-30T14:00:00,USD,high,Fed Chairman Powell Testifies,2021-09-30T13:57:00,2021-09-30T14:03:00,forexfactory,US
2021-10-01T12:30:00,USD,high,Core PCE Price Index m/m,2021-10-01T12:27:00,2021-10-01T12:33:00,forexfactory,US
2021-10-01T14:00:00,USD,high,ISM Manufacturing PMI,2021-10-01T13:57:00,2021-10-01T14:03:00,forexfactory,US
2021-10-05T14:00:00,USD,high,ISM Services PMI,2021-10-05T13:57:00,2021-10-05T14:03:00,forexfactory,US
2021-10-06T12:15:00,USD,high,ADP Non-Farm Employment Change,2021-10-06T12:12:00,2021-10-06T12:18:00,forexfactory,US
2021-10-08T12:30:00,USD,high,Average Hourly Earnings m/m,2021-10-08T12:27:00,2021-10-08T12:33:00,forexfactory,US
2021-10-08T12:30:00,USD,high,Non-Farm Employment Change,2021-10-08T12:27:00,2021-10-08T12:33:00,forexfactory,US
2021-10-08T12:30:00,USD,high,Unemployment Rate,2021-10-08T12:27:00,2021-10-08T12:33:00,forexfactory,US
2021-10-13T12:30:00,USD,high,CPI m/m,2021-10-13T12:27:00,2021-10-13T12:33:00,forexfactory,US
2021-10-13T12:30:00,USD,high,CPI y/y,2021-10-13T12:27:00,2021-10-13T12:33:00,forexfactory,US
2021-10-13T12:30:00,USD,high,Core CPI m/m,2021-10-13T12:27:00,2021-10-13T12:33:00,forexfactory,US
2021-10-13T18:00:00,USD,high,FOMC Meeting Minutes,2021-10-13T17:57:00,2021-10-13T18:03:00,forexfactory,US
2021-10-14T12:30:00,USD,high,PPI m/m,2021-10-14T12:27:00,2021-10-14T12:33:00,forexfactory,US
2021-10-15T12:30:00,USD,high,Core Retail Sales m/m,2021-10-15T12:27:00,2021-10-15T12:33:00,forexfactory,US
2021-10-15T12:30:00,USD,high,Retail Sales m/m,2021-10-15T12:27:00,2021-10-15T12:33:00,forexfactory,US
2021-10-22T07:30:00,EUR,high,German Flash Manufacturing PMI,2021-10-22T07:27:00,2021-10-22T07:33:00,forexfactory,GE
2021-10-22T07:30:00,EUR,high,German Flash Services PMI,2021-10-22T07:27:00,2021-10-22T07:33:00,forexfactory,GE
2021-10-22T15:00:00,USD,high,Fed Chairman Powell Speaks,2021-10-22T14:57:00,2021-10-22T15:03:00,forexfactory,US
2021-10-28T11:45:00,EUR,high,Monetary Policy Statement,2021-10-28T11:42:00,2021-10-28T11:48:00,forexfactory,EZ
2021-10-28T12:30:00,EUR,high,ECB Press Conference,2021-10-28T12:27:00,2021-10-28T12:33:00,forexfactory,EZ
2021-10-28T12:30:00,USD,high,Advance GDP q/q,2021-10-28T12:27:00,2021-10-28T12:33:00,forexfactory,US
2021-10-29T12:30:00,USD,high,Core PCE Price Index m/m,2021-10-29T12:27:00,2021-10-29T12:33:00,forexfactory,US
2021-11-01T14:00:00,USD,high,ISM Manufacturing PMI,2021-11-01T13:57:00,2021-11-01T14:03:00,forexfactory,US
2021-11-03T12:15:00,USD,high,ADP Non-Farm Employment Change,2021-11-03T12:12:00,2021-11-03T12:18:00,forexfactory,US
2021-11-03T14:00:00,USD,high,ISM Services PMI,2021-11-03T13:57:00,2021-11-03T14:03:00,forexfactory,US
2021-11-03T18:00:00,USD,high,FOMC Statement,2021-11-03T17:57:00,2021-11-03T18:03:00,forexfactory,US
2021-11-03T18:00:00,USD,high,Federal Funds Rate,2021-11-03T17:57:00,2021-11-03T18:03:00,forexfactory,US
2021-11-03T18:30:00,USD,high,FOMC Press Conference,2021-11-03T18:27:00,2021-11-03T18:33:00,forexfactory,US
2021-11-05T12:30:00,USD,high,Non-Farm Employment Change,2021-11-05T12:27:00,2021-11-05T12:33:00,forexfactory,US
2021-11-05T12:30:00,USD,high,Unemployment Rate,2021-11-05T12:27:00,2021-11-05T12:33:00,forexfactory,US
2021-11-05T12:30:00,USD,high,Average Hourly Earnings m/m,2021-11-05T12:27:00,2021-11-05T12:33:00,forexfactory,US
2021-11-08T15:30:00,USD,high,Fed Chairman Powell Speaks,2021-11-08T15:27:00,2021-11-08T15:33:00,forexfactory,US
2021-11-09T13:30:00,USD,high,PPI m/m,2021-11-09T13:27:00,2021-11-09T13:33:00,forexfactory,US
2021-11-09T14:00:00,USD,high,Fed Chairman Powell Speaks,2021-11-09T13:57:00,2021-11-09T14:03:00,forexfactory,US
2021-11-10T13:30:00,USD,high,CPI m/m,2021-11-10T13:27:00,2021-11-10T13:33:00,forexfactory,US
2021-11-10T13:30:00,USD,high,CPI y/y,2021-11-10T13:27:00,2021-11-10T13:33:00,forexfactory,US
2021-11-10T13:30:00,USD,high,Core CPI m/m,2021-11-10T13:27:00,2021-11-10T13:33:00,forexfactory,US
2021-11-16T13:30:00,USD,high,Retail Sales m/m,2021-11-16T13:27:00,2021-11-16T13:33:00,forexfactory,US
2021-11-16T13:30:00,USD,high,Core Retail Sales m/m,2021-11-16T13:27:00,2021-11-16T13:33:00,forexfactory,US
2021-11-23T08:30:00,EUR,high,German Flash Services PMI,2021-11-23T08:27:00,2021-11-23T08:33:00,forexfactory,GE
2021-11-23T08:30:00,EUR,high,German Flash Manufacturing PMI,2021-11-23T08:27:00,2021-11-23T08:33:00,forexfactory,GE
2021-11-24T13:30:00,USD,high,Prelim GDP q/q,2021-11-24T13:27:00,2021-11-24T13:33:00,forexfactory,US
2021-11-24T15:00:00,USD,high,Core PCE Price Index m/m,2021-11-24T14:57:00,2021-11-24T15:03:00,forexfactory,US
2021-11-24T19:00:00,USD,high,FOMC Meeting Minutes,2021-11-24T18:57:00,2021-11-24T19:03:00,forexfactory,US
2021-11-30T15:00:00,USD,high,Fed Chairman Powell Testifies,2021-11-30T14:57:00,2021-11-30T15:03:00,forexfactory,US
2021-12-01T13:15:00,USD,high,ADP Non-Farm Employment Change,2021-12-01T13:12:00,2021-12-01T13:18:00,forexfactory,US
2021-12-01T15:00:00,USD,high,Fed Chairman Powell Testifies,2021-12-01T14:57:00,2021-12-01T15:03:00,forexfactory,US
2021-12-01T15:00:00,USD,high,ISM Manufacturing PMI,2021-12-01T14:57:00,2021-12-01T15:03:00,forexfactory,US
2021-12-03T13:30:00,USD,high,Unemployment Rate,2021-12-03T13:27:00,2021-12-03T13:33:00,forexfactory,US
2021-12-03T13:30:00,USD,high,Non-Farm Employment Change,2021-12-03T13:27:00,2021-12-03T13:33:00,forexfactory,US
2021-12-03T13:30:00,USD,high,Average Hourly Earnings m/m,2021-12-03T13:27:00,2021-12-03T13:33:00,forexfactory,US
2021-12-03T14:00:00,USD,high,Treasury Currency Report,2021-12-03T13:57:00,2021-12-03T14:03:00,forexfactory,US
2021-12-03T15:00:00,USD,high,ISM Services PMI,2021-12-03T14:57:00,2021-12-03T15:03:00,forexfactory,US
2021-12-08T15:00:00,USD,high,JOLTS Job Openings,2021-12-08T14:57:00,2021-12-08T15:03:00,forexfactory,US
2021-12-10T13:30:00,USD,high,CPI m/m,2021-12-10T13:27:00,2021-12-10T13:33:00,forexfactory,US
2021-12-10T13:30:00,USD,high,CPI y/y,2021-12-10T13:27:00,2021-12-10T13:33:00,forexfactory,US
2021-12-10T13:30:00,USD,high,Core CPI m/m,2021-12-10T13:27:00,2021-12-10T13:33:00,forexfactory,US
2021-12-14T13:30:00,USD,high,PPI m/m,2021-12-14T13:27:00,2021-12-14T13:33:00,forexfactory,US
2021-12-15T13:30:00,USD,high,Retail Sales m/m,2021-12-15T13:27:00,2021-12-15T13:33:00,forexfactory,US
2021-12-15T13:30:00,USD,high,Core Retail Sales m/m,2021-12-15T13:27:00,2021-12-15T13:33:00,forexfactory,US
2021-12-15T19:00:00,USD,high,Federal Funds Rate,2021-12-15T18:57:00,2021-12-15T19:03:00,forexfactory,US
2021-12-15T19:00:00,USD,high,FOMC Economic Projections,2021-12-15T18:57:00,2021-12-15T19:03:00,forexfactory,US
2021-12-15T19:00:00,USD,high,FOMC Statement,2021-12-15T18:57:00,2021-12-15T19:03:00,forexfactory,US
2021-12-15T19:30:00,USD,high,FOMC Press Conference,2021-12-15T19:27:00,2021-12-15T19:33:00,forexfactory,US
2021-12-16T08:30:00,EUR,high,German Flash Manufacturing PMI,2021-12-16T08:27:00,2021-12-16T08:33:00,forexfactory,GE
2021-12-16T08:30:00,EUR,high,German Flash Services PMI,2021-12-16T08:27:00,2021-12-16T08:33:00,forexfactory,GE
2021-12-16T12:45:00,EUR,high,Main Refinancing Rate,2021-12-16T12:42:00,2021-12-16T12:48:00,forexfactory,EZ
2021-12-16T12:45:00,EUR,high,Monetary Policy Statement,2021-12-16T12:42:00,2021-12-16T12:48:00,forexfactory,EZ
2021-12-16T13:30:00,EUR,high,ECB Press Conference,2021-12-16T13:27:00,2021-12-16T13:33:00,forexfactory,EZ
2021-12-23T13:30:00,USD,high,Core PCE Price Index m/m,2021-12-23T13:27:00,2021-12-23T13:33:00,forexfactory,US
2022-01-04T15:00:00,USD,high,JOLTS Job Openings,2022-01-04T14:57:00,2022-01-04T15:03:00,forexfactory,US
2022-01-04T15:00:00,USD,high,ISM Manufacturing PMI,2022-01-04T14:57:00,2022-01-04T15:03:00,forexfactory,US
2022-01-05T13:15:00,USD,high,ADP Non-Farm Employment Change,2022-01-05T13:12:00,2022-01-05T13:18:00,forexfactory,US
2022-01-05T19:00:00,USD,high,FOMC Meeting Minutes,2022-01-05T18:57:00,2022-01-05T19:03:00,forexfactory,US
2022-01-06T15:00:00,USD,high,ISM Services PMI,2022-01-06T14:57:00,2022-01-06T15:03:00,forexfactory,US
2022-01-07T13:30:00,USD,high,Average Hourly Earnings m/m,2022-01-07T13:27:00,2022-01-07T13:33:00,forexfactory,US
2022-01-07T13:30:00,USD,high,Non-Farm Employment Change,2022-01-07T13:27:00,2022-01-07T13:33:00,forexfactory,US
2022-01-07T13:30:00,USD,high,Unemployment Rate,2022-01-07T13:27:00,2022-01-07T13:33:00,forexfactory,US
2022-01-11T15:00:00,USD,high,Fed Chairman Powell Testifies,2022-01-11T14:57:00,2022-01-11T15:03:00,forexfactory,US
2022-01-12T13:30:00,USD,high,Core CPI m/m,2022-01-12T13:27:00,2022-01-12T13:33:00,forexfactory,US
2022-01-12T13:30:00,USD,high,CPI m/m,2022-01-12T13:27:00,2022-01-12T13:33:00,forexfactory,US
2022-01-12T13:30:00,USD,high,CPI y/y,2022-01-12T13:27:00,2022-01-12T13:33:00,forexfactory,US
2022-01-13T13:30:00,USD,high,PPI m/m,2022-01-13T13:27:00,2022-01-13T13:33:00,forexfactory,US
2022-01-14T13:30:00,USD,high,Core Retail Sales m/m,2022-01-14T13:27:00,2022-01-14T13:33:00,forexfactory,US
2022-01-14T13:30:00,USD,high,Retail Sales m/m,2022-01-14T13:27:00,2022-01-14T13:33:00,forexfactory,US
2022-01-24T08:30:00,EUR,high,German Flash Manufacturing PMI,2022-01-24T08:27:00,2022-01-24T08:33:00,forexfactory,GE
2022-01-24T08:30:00,EUR,high,German Flash Services PMI,2022-01-24T08:27:00,2022-01-24T08:33:00,forexfactory,GE
2022-01-26T19:00:00,USD,high,FOMC Statement,2022-01-26T18:57:00,2022-01-26T19:03:00,forexfactory,US
2022-01-26T19:00:00,USD,high,Federal Funds Rate,2022-01-26T18:57:00,2022-01-26T19:03:00,forexfactory,US
2022-01-26T19:30:00,USD,high,FOMC Press Conference,2022-01-26T19:27:00,2022-01-26T19:33:00,forexfactory,US
2022-01-27T13:30:00,USD,high,Advance GDP q/q,2022-01-27T13:27:00,2022-01-27T13:33:00,forexfactory,US
2022-01-28T13:30:00,USD,high,Core PCE Price Index m/m,2022-01-28T13:27:00,2022-01-28T13:33:00,forexfactory,US
2022-02-01T15:00:00,USD,high,ISM Manufacturing PMI,2022-02-01T14:57:00,2022-02-01T15:03:00,forexfactory,US
2022-02-01T15:00:00,USD,high,JOLTS Job Openings,2022-02-01T14:57:00,2022-02-01T15:03:00,forexfactory,US
2022-02-02T13:15:00,USD,high,ADP Non-Farm Employment Change,2022-02-02T13:12:00,2022-02-02T13:18:00,forexfactory,US
2022-02-03T12:45:00,EUR,high,Monetary Policy Statement,2022-02-03T12:42:00,2022-02-03T12:48:00,forexfactory,EZ
2022-02-03T12:45:00,EUR,high,Main Refinancing Rate,2022-02-03T12:42:00,2022-02-03T12:48:00,forexfactory,EZ
2022-02-03T13:30:00,EUR,high,ECB Press Conference,2022-02-03T13:27:00,2022-02-03T13:33:00,forexfactory,EZ
2022-02-03T14:00:00,USD,high,Fed Gov Nomination Hearings,2022-02-03T13:57:00,2022-02-03T14:03:00,forexfactory,US
2022-02-03T15:00:00,USD,high,ISM Services PMI,2022-02-03T14:57:00,2022-02-03T15:03:00,forexfactory,US
2022-02-04T13:30:00,USD,high,Average Hourly Earnings m/m,2022-02-04T13:27:00,2022-02-04T13:33:00,forexfactory,US
2022-02-04T13:30:00,USD,high,Non-Farm Employment Change,2022-02-04T13:27:00,2022-02-04T13:33:00,forexfactory,US
2022-02-04T13:30:00,USD,high,Unemployment Rate,2022-02-04T13:27:00,2022-02-04T13:33:00,forexfactory,US
2022-02-10T13:30:00,USD,high,CPI m/m,2022-02-10T13:27:00,2022-02-10T13:33:00,forexfactory,US
2022-02-10T13:30:00,USD,high,CPI y/y,2022-02-10T13:27:00,2022-02-10T13:33:00,forexfactory,US
2022-02-10T13:30:00,USD,high,Core CPI m/m,2022-02-10T13:27:00,2022-02-10T13:33:00,forexfactory,US
2022-02-14T13:30:00,USD,high,FOMC Member Bullard Speaks,2022-02-14T13:27:00,2022-02-14T13:33:00,forexfactory,US
2022-02-15T13:30:00,USD,high,PPI m/m,2022-02-15T13:27:00,2022-02-15T13:33:00,forexfactory,US
2022-02-16T13:30:00,USD,high,Core Retail Sales m/m,2022-02-16T13:27:00,2022-02-16T13:33:00,forexfactory,US
2022-02-16T13:30:00,USD,high,Retail Sales m/m,2022-02-16T13:27:00,2022-02-16T13:33:00,forexfactory,US
2022-02-16T19:00:00,USD,high,FOMC Meeting Minutes,2022-02-16T18:57:00,2022-02-16T19:03:00,forexfactory,US
2022-02-21T08:30:00,EUR,high,German Flash Manufacturing PMI,2022-02-21T08:27:00,2022-02-21T08:33:00,forexfactory,GE
2022-02-21T08:30:00,EUR,high,German Flash Services PMI,2022-02-21T08:27:00,2022-02-21T08:33:00,forexfactory,GE
2022-02-24T13:30:00,USD,high,Prelim GDP q/q,2022-02-24T13:27:00,2022-02-24T13:33:00,forexfactory,US
2022-02-25T13:30:00,USD,high,Core PCE Price Index m/m,2022-02-25T13:27:00,2022-02-25T13:33:00,forexfactory,US
2022-03-01T15:00:00,USD,high,ISM Manufacturing PMI,2022-03-01T14:57:00,2022-03-01T15:03:00,forexfactory,US
2022-03-02T13:17:00,USD,high,ADP Non-Farm Employment Change,2022-03-02T13:14:00,2022-03-02T13:20:00,forexfactory,US
2022-03-02T15:00:00,USD,high,Fed Chairman Powell Testifies,2022-03-02T14:57:00,2022-03-02T15:03:00,forexfactory,US
2022-03-03T15:00:00,USD,high,Fed Chairman Powell Testifies,2022-03-03T14:57:00,2022-03-03T15:03:00,forexfactory,US
2022-03-03T15:00:00,USD,high,ISM Services PMI,2022-03-03T14:57:00,2022-03-03T15:03:00,forexfactory,US
2022-03-04T13:30:00,USD,high,Average Hourly Earnings m/m,2022-03-04T13:27:00,2022-03-04T13:33:00,forexfactory,US
2022-03-04T13:30:00,USD,high,Non-Farm Employment Change,2022-03-04T13:27:00,2022-03-04T13:33:00,forexfactory,US
2022-03-04T13:30:00,USD,high,Unemployment Rate,2022-03-04T13:27:00,2022-03-04T13:33:00,forexfactory,US
2022-03-09T15:00:00,USD,high,JOLTS Job Openings,2022-03-09T14:57:00,2022-03-09T15:03:00,forexfactory,US
2022-03-10T12:30:00,USD,high,CPI y/y,2022-03-10T12:27:00,2022-03-10T12:33:00,forexfactory,US
2022-03-10T12:45:00,EUR,high,Monetary Policy Statement,2022-03-10T12:42:00,2022-03-10T12:48:00,forexfactory,EZ
2022-03-10T12:45:00,EUR,high,Main Refinancing Rate,2022-03-10T12:42:00,2022-03-10T12:48:00,forexfactory,EZ
2022-03-10T13:30:00,EUR,high,ECB Press Conference,2022-03-10T13:27:00,2022-03-10T13:33:00,forexfactory,EZ
2022-03-10T13:30:00,USD,high,CPI m/m,2022-03-10T13:27:00,2022-03-10T13:33:00,forexfactory,US
2022-03-10T13:30:00,USD,high,Core CPI m/m,2022-03-10T13:27:00,2022-03-10T13:33:00,forexfactory,US
2022-03-11T15:00:00,USD,high,Prelim UoM Consumer Sentiment,2022-03-11T14:57:00,2022-03-11T15:03:00,forexfactory,US
2022-03-15T12:30:00,USD,high,PPI m/m,2022-03-15T12:27:00,2022-03-15T12:33:00,forexfactory,US
2022-03-16T12:30:00,USD,high,Core Retail Sales m/m,2022-03-16T12:27:00,2022-03-16T12:33:00,forexfactory,US
2022-03-16T12:30:00,USD,high,Retail Sales m/m,2022-03-16T12:27:00,2022-03-16T12:33:00,forexfactory,US
2022-03-16T18:00:00,USD,high,Federal Funds Rate,2022-03-16T17:57:00,2022-03-16T18:03:00,forexfactory,US
2022-03-16T18:00:00,USD,high,FOMC Economic Projections,2022-03-16T17:57:00,2022-03-16T18:03:00,forexfactory,US
2022-03-16T18:00:00,USD,high,FOMC Statement,2022-03-16T17:57:00,2022-03-16T18:03:00,forexfactory,US
2022-03-16T18:30:00,USD,high,FOMC Press Conference,2022-03-16T18:27:00,2022-03-16T18:33:00,forexfactory,US
2022-03-21T16:30:00,USD,high,Fed Chairman Powell Speaks,2022-03-21T16:27:00,2022-03-21T16:33:00,forexfactory,US
2022-03-23T12:00:00,USD,high,Fed Chairman Powell Speaks,2022-03-23T11:57:00,2022-03-23T12:03:00,forexfactory,US
2022-03-24T08:30:00,EUR,high,German Flash Manufacturing PMI,2022-03-24T08:27:00,2022-03-24T08:33:00,forexfactory,GE
2022-03-24T08:30:00,EUR,high,German Flash Services PMI,2022-03-24T08:27:00,2022-03-24T08:33:00,forexfactory,GE
2022-03-29T14:00:00,USD,high,JOLTS Job Openings,2022-03-29T13:57:00,2022-03-29T14:03:00,forexfactory,US
2022-03-30T12:15:00,USD,high,ADP Non-Farm Employment Change,2022-03-30T12:12:00,2022-03-30T12:18:00,forexfactory,US
2022-03-31T12:30:00,USD,high,Core PCE Price Index m/m,2022-03-31T12:27:00,2022-03-31T12:33:00,forexfactory,US
2022-04-01T12:30:00,USD,high,Average Hourly Earnings m/m,2022-04-01T12:27:00,2022-04-01T12:33:00,forexfactory,US
2022-04-01T12:30:00,USD,high,Non-Farm Employment Change,2022-04-01T12:27:00,2022-04-01T12:33:00,forexfactory,US
2022-04-01T12:30:00,USD,high,Unemployment Rate,2022-04-01T12:27:00,2022-04-01T12:33:00,forexfactory,US
2022-04-01T14:00:00,USD,high,ISM Manufacturing PMI,2022-04-01T13:57:00,2022-04-01T14:03:00,forexfactory,US
2022-04-05T14:00:00,USD,high,ISM Services PMI,2022-04-05T13:57:00,2022-04-05T14:03:00,forexfactory,US
2022-04-06T18:00:00,USD,high,FOMC Meeting Minutes,2022-04-06T17:57:00,2022-04-06T18:03:00,forexfactory,US
2022-04-12T12:30:00,USD,high,CPI y/y,2022-04-12T12:27:00,2022-04-12T12:33:00,forexfactory,US
2022-04-12T12:30:00,USD,high,Core CPI m/m,2022-04-12T12:27:00,2022-04-12T12:33:00,forexfactory,US
2022-04-12T12:30:00,USD,high,CPI m/m,2022-04-12T12:27:00,2022-04-12T12:33:00,forexfactory,US
2022-04-13T12:30:00,USD,high,PPI m/m,2022-04-13T12:27:00,2022-04-13T12:33:00,forexfactory,US
2022-04-14T11:45:00,EUR,high,Main Refinancing Rate,2022-04-14T11:42:00,2022-04-14T11:48:00,forexfactory,EZ
2022-04-14T11:45:00,EUR,high,Monetary Policy Statement,2022-04-14T11:42:00,2022-04-14T11:48:00,forexfactory,EZ
2022-04-14T12:30:00,EUR,high,ECB Press Conference,2022-04-14T12:27:00,2022-04-14T12:33:00,forexfactory,EZ
2022-04-14T12:30:00,USD,high,Core Retail Sales m/m,2022-04-14T12:27:00,2022-04-14T12:33:00,forexfactory,US
2022-04-14T12:30:00,USD,high,Retail Sales m/m,2022-04-14T12:27:00,2022-04-14T12:33:00,forexfactory,US
2022-04-21T17:00:00,USD,high,Fed Chairman Powell Speaks,2022-04-21T16:57:00,2022-04-21T17:03:00,forexfactory,US
2022-04-22T07:30:00,EUR,high,German Flash Services PMI,2022-04-22T07:27:00,2022-04-22T07:33:00,forexfactory,GE
2022-04-22T07:30:00,EUR,high,German Flash Manufacturing PMI,2022-04-22T07:27:00,2022-04-22T07:33:00,forexfactory,GE
2022-04-28T12:30:00,USD,high,Advance GDP q/q,2022-04-28T12:27:00,2022-04-28T12:33:00,forexfactory,US
2022-04-29T12:30:00,USD,high,Core PCE Price Index m/m,2022-04-29T12:27:00,2022-04-29T12:33:00,forexfactory,US
2022-05-02T14:00:00,USD,high,ISM Manufacturing PMI,2022-05-02T13:57:00,2022-05-02T14:03:00,forexfactory,US
2022-05-03T14:00:00,USD,high,JOLTS Job Openings,2022-05-03T13:57:00,2022-05-03T14:03:00,forexfactory,US
2022-05-04T12:15:00,USD,high,ADP Non-Farm Employment Change,2022-05-04T12:12:00,2022-05-04T12:18:00,forexfactory,US
2022-05-04T18:00:00,USD,high,FOMC Statement,2022-05-04T17:57:00,2022-05-04T18:03:00,forexfactory,US
2022-05-04T18:00:00,USD,high,Federal Funds Rate,2022-05-04T17:57:00,2022-05-04T18:03:00,forexfactory,US
2022-05-04T18:30:00,USD,high,FOMC Press Conference,2022-05-04T18:27:00,2022-05-04T18:33:00,forexfactory,US
2022-05-06T12:30:00,USD,high,Unemployment Rate,2022-05-06T12:27:00,2022-05-06T12:33:00,forexfactory,US
2022-05-06T12:30:00,USD,high,Average Hourly Earnings m/m,2022-05-06T12:27:00,2022-05-06T12:33:00,forexfactory,US
2022-05-06T12:30:00,USD,high,Non-Farm Employment Change,2022-05-06T12:27:00,2022-05-06T12:33:00,forexfactory,US
2022-05-11T12:30:00,USD,high,CPI m/m,2022-05-11T12:27:00,2022-05-11T12:33:00,forexfactory,US
2022-05-11T12:30:00,USD,high,CPI y/y,2022-05-11T12:27:00,2022-05-11T12:33:00,forexfactory,US
2022-05-11T12:30:00,USD,high,Core CPI m/m,2022-05-11T12:27:00,2022-05-11T12:33:00,forexfactory,US
2022-05-12T12:30:00,USD,high,PPI m/m,2022-05-12T12:27:00,2022-05-12T12:33:00,forexfactory,US
2022-05-17T12:30:00,USD,high,Core Retail Sales m/m,2022-05-17T12:27:00,2022-05-17T12:33:00,forexfactory,US
2022-05-17T12:30:00,USD,high,Retail Sales m/m,2022-05-17T12:27:00,2022-05-17T12:33:00,forexfactory,US
2022-05-17T18:00:00,USD,high,Fed Chairman Powell Speaks,2022-05-17T17:57:00,2022-05-17T18:03:00,forexfactory,US
2022-05-19T13:00:00,USD,high,Fed Gov Nomination Hearings,2022-05-19T12:57:00,2022-05-19T13:03:00,forexfactory,US
2022-05-24T07:30:00,EUR,high,German Flash Manufacturing PMI,2022-05-24T07:27:00,2022-05-24T07:33:00,forexfactory,GE
2022-05-24T07:30:00,EUR,high,German Flash Services PMI,2022-05-24T07:27:00,2022-05-24T07:33:00,forexfactory,GE
2022-05-25T18:00:00,USD,high,FOMC Meeting Minutes,2022-05-25T17:57:00,2022-05-25T18:03:00,forexfactory,US
2022-05-26T12:30:00,USD,high,Prelim GDP q/q,2022-05-26T12:27:00,2022-05-26T12:33:00,forexfactory,US
2022-05-27T12:30:00,USD,high,Core PCE Price Index m/m,2022-05-27T12:27:00,2022-05-27T12:33:00,forexfactory,US
2022-06-01T14:00:00,USD,high,ISM Manufacturing PMI,2022-06-01T13:57:00,2022-06-01T14:03:00,forexfactory,US
2022-06-01T14:00:00,USD,high,JOLTS Job Openings,2022-06-01T13:57:00,2022-06-01T14:03:00,forexfactory,US
2022-06-02T12:15:00,USD,high,ADP Non-Farm Employment Change,2022-06-02T12:12:00,2022-06-02T12:18:00,forexfactory,US
2022-06-03T12:30:00,USD,high,Average Hourly Earnings m/m,2022-06-03T12:27:00,2022-06-03T12:33:00,forexfactory,US
2022-06-03T12:30:00,USD,high,Non-Farm Employment Change,2022-06-03T12:27:00,2022-06-03T12:33:00,forexfactory,US
2022-06-03T12:30:00,USD,high,Unemployment Rate,2022-06-03T12:27:00,2022-06-03T12:33:00,forexfactory,US
2022-06-09T11:45:00,EUR,high,Main Refinancing Rate,2022-06-09T11:42:00,2022-06-09T11:48:00,forexfactory,EZ
