trade_id,base_trade_id,entry_model_key,entry_family,ob_id,direction,structure_tag,detection_time,fill_time,fill_session,exit_time,outcome,entry,stop,tp,risk,rr_multiple,pnl_r,gross_r,spread_cost_r,slippage_cost_r,commission_r,total_cost_r,net_r,fill_candle_open,fill_candle_high,fill_candle_low,fill_candle_close,fill_candle_index,exit_candle_index,bars_to_exit,minutes_to_exit,same_candle_exit,max_ob_penetration_price,max_ob_penetration_pct,max_ob_penetration_pips,ob_fully_breached,fill_penetration_pct,fill_penetration_pips,entry_depth_pct,ob_entry_depth_pct,effective_entry_depth_pct,original_edge_entry,adjusted_entry,max_distance_away_before_fill_price,max_distance_away_before_fill_pips,max_distance_away_before_fill_r,stop_buffer,stop_buffer_pips,rr_config,protection_mode,protection_threshold_pct,protection_exit_reason,protection_exit_price,protection_trigger_time,protection_trigger_penetration_pct,close_confirmed_ob_breach,close_breach_time,close_breach_price,close_breach_distance_pips,close_breach_distance_pct,close_breach_session,close_breach_hour,entry_model,entry_threshold_pct,planned_entry_price,actual_entry_price,entry_model_filled,trigger_penetration_pct,trigger_time,trigger_candle_index,armed_at,armed_on_trigger_candle,armed_same_candle,filled_on_trigger_candle,same_candle_entry_allowed,fill_delay_candles,entry_level_pct,edge_revisit_time,trigger_to_entry_minutes,cancelled_before_entry,cancel_reason,tapped_before_trigger,tapped_time,tapped_candle_index,retrace_cancel_time,retrace_cancel_distance_pips,missed_trade,missed_reason,bars_to_fill,minutes_to_fill,news_blackout,news_blackout_trigger_time,news_blackout_event_time,news_blackout_currency,news_blackout_impact,news_blackout_event,news_blackout_window_start,news_blackout_window_end,news_blackout_minutes_from_event,news_action,paused_reason,paused_at,paused_window_start,paused_window_end,rearmed_at,blackout_event_time,blackout_currency,blackout_impact,news_touch_cancel_time,news_flatten_time,news_flatten_price,news_flatten_r,news_flatten_target_time,news_flatten_late,news_flatten_minutes_before_blackout,ob_origin_news_window,ob_detection_news_window,ob_origin_news_event,ob_detection_news_event,ob_origin_news_currency,ob_detection_news_currency,ob_origin_news_impact,ob_detection_news_impact,ob_origin_news_event_time,ob_detection_news_event_time,ob_origin_news_window_start,ob_origin_news_window_end,ob_detection_news_window_start,ob_detection_news_window_end,ob_origin_minutes_from_news,ob_detection_minutes_from_news,delay_candles_configured,arm_candle_index,exited_ob_before_arm,ob_occupied_at_arm,armed_after_ob_exit,ob_exit_candle_index,ob_exit_time,price_distance_from_ob_at_arm_pips,delay_window_min_price,delay_window_max_price,retraced_out_before_arm,fft_move_away_pips_at_cancel,mfe_r,mae_r,r_if_no_target,r_if_no_target_model,bookable_mfe_r,bookable_mfe_model,mae_r_to_original_exit,post_stop_mfe_r,post_stop_reached_original_tp,post_stop_bars_to_1r,post_stop_lookahead_bars,post_stop_model,ghost_candidate,ghost_trigger_reached,ghost_fill,ghost_outcome,ghost_r,ghost_mae,ghost_mfe,ghost_fill_delay_candles,ghost_fill_session,be_scenario_key,be_arm_level_r,be_trigger_basis,be_armed,be_arm_candle_index,be_arm_time,be_triggered,be_exit_reason,be_exit_r,be_exit_price,be_exit_time,be_exit_candle_index,risk_reduction_applied,risk_reduction_kind,risk_reduction_trigger_r,risk_reduction_stop_r,risk_reduction_source,stop_moved_to_r,stop_move_time,risk_amount,weighted_r,risk_amount_source,execution_trade_number
S_255,S_255,entry_baseline,baseline,255,bearish,CHoCH,2016-05-05 07:45:00+00:00,2017-07-18 01:03:00+00:00,Asia,2017-07-18 01:05:00+00:00,LOSS,1.14934,1.1508,1.14642,0.0014600000000000168,2.0,-1.0410958904109584,-1.0,0.013698630136986144,0.02739726027397229,0.0,0.04109589041095843,-1.0410958904109584,1.1488,1.14946,1.1488,1.14936,949669,949671,2,2.0,False,0.0020599999999999508,151.47058823528738,20.599999999999508,True,8.823529411757022,1.1999999999989797,0.0,0.0,0.0,1.14934,1.14934,0.11531000000000002,1153.1000000000001,78.97945205479363,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.14934,1.14934,True,,,,,,,,,,,,,False,,False,,,,,False,,449597,631758.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1928130.0,-1927155.0,,,,,,,,,,,,,0.369863,-1.410959,-1.0,stop_anchored,0.054795,native_fill_rules,-1.410959,-1.184932,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.041096,default,452
S_479,S_479,entry_baseline,baseline,479,bearish,CHoCH,2017-07-20 03:45:00+00:00,2017-07-20 12:43:00+00:00,New York,2017-07-20 12:47:00+00:00,LOSS,1.15274,1.15338,1.1514600000000002,0.0006399999999999739,2.0,-1.0937500000000038,-1.0,0.03125000000000128,0.06250000000000255,0.0,0.09375000000000383,-1.0937500000000038,1.1522,1.15282,1.1522,1.15248,953248,953252,4,4.0,False,0.0013799999999999368,255.555555555551,13.799999999999368,True,14.814814814788924,0.7999999999985796,0.0,0.0,0.0,1.15274,1.15274,0.0048200000000000465,48.200000000000465,7.531250000000379,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.15274,1.15274,True,,,,,,,,,,,,,False,,False,,,,,False,,538,538.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1292640.0,-1292355.0,,,,,,,,,,,,,1.9375,-2.15625,-1.0,stop_anchored,1.9375,native_fill_rules,-2.15625,-1.125,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.09375,default,453
L_482,L_482,entry_baseline,baseline,482,bullish,BOS,2017-07-25 12:00:00+00:00,2017-07-26 05:36:00+00:00,Asia,2017-07-26 06:33:00+00:00,LOSS,1.16359,1.16249,1.1657899999999997,0.0010999999999998789,2.0,-1.0545454545454604,-1.0,0.018181818181820186,0.03636363636364037,0.0,0.05454545454546056,-1.0545454545454604,1.16369,1.16371,1.16359,1.16367,958579,958636,57,57.0,False,0.0012699999999998823,127.00000000000222,12.699999999998823,True,0.0,0.0,0.0,0.0,0.0,1.16359,1.16359,0.007620000000000182,76.20000000000182,6.927272727273656,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.16359,1.16359,True,,,,,,,,,,,,,False,,False,,,,,False,,1056,1056.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1285845.0,-1284660.0,,,,,,,,,,,,,0.709091,-1.154545,-1.0,stop_anchored,0.709091,native_fill_rules,-1.154545,0.336364,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.054545,default,454
L_481,L_481,entry_baseline,baseline,481,bullish,BOS,2017-07-21 06:45:00+00:00,2017-07-26 06:33:00+00:00,Asia,2017-07-26 07:34:00+00:00,WIN,1.16247,1.16166,1.1640899999999998,0.0008099999999999774,2.0,1.9259259259259238,2.0,0.024691358024692047,0.049382716049384094,0.0,0.07407407407407614,1.9259259259259238,1.16289,1.16292,1.16232,1.16253,958636,958697,61,61.0,False,0.00038999999999989043,54.92957746477419,3.8999999999989043,False,21.126760563362662,1.4999999999987246,0.0,0.0,0.0,1.16247,1.16247,0.008740000000000192,87.40000000000191,10.790123456790662,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.16247,1.16247,True,,,,,,,,,,,,,False,,False,,,,,False,,4306,7188.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1291455.0,-1290735.0,,,,,,,,,,,,,2.567901,-1.209877,-1.0,stop_anchored,2.567901,native_fill_rules,-0.481481,,,,,,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,1.925926,default,455
S_483,S_483,entry_baseline,baseline,483,bearish,CHoCH,2017-07-26 08:30:00+00:00,2017-07-26 18:05:00+00:00,Outside,2017-07-26 18:10:00+00:00,LOSS,1.16925,1.17027,1.1672099999999999,0.0010200000000000209,2.0,-1.0588235294117636,-1.0,0.019607843137254503,0.039215686274509005,0.0,0.05882352941176351,-1.0588235294117636,1.16845,1.16933,1.16845,1.169,959328,959333,5,5.0,False,0.0014000000000000679,152.17391304348035,14.000000000000679,True,8.695652173921438,0.8000000000008001,0.0,0.0,0.0,1.16925,1.16925,0.008000000000000007,80.00000000000007,7.843137254901807,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.16925,1.16925,True,,,,,,,,,,,,,False,,False,,,,,False,,575,575.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1284555.0,-1283430.0,,,,,,,,,,,,,1.382353,-1.372549,-1.0,stop_anchored,1.382353,native_fill_rules,-1.372549,0.666667,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.058824,default,456
S_9,S_9,entry_baseline,baseline,9,bearish,BOS,2015-01-15 05:15:00+00:00,2017-07-31 15:58:00+00:00,NY PM,2017-07-31 15:59:00+00:00,LOSS,1.18029,1.18147,1.1779300000000001,0.0011799999999999589,2.0,-1.0508474576271205,-1.0,0.016949152542373475,0.03389830508474695,0.0,0.050847457627120424,-1.0508474576271205,1.17975,1.18145,1.1797,1.18123,963521,963522,1,1.0,False,0.0027199999999998337,251.85185185184346,27.199999999998337,True,107.40740740739447,11.599999999998278,0.0,0.0,0.0,1.18029,1.18029,0.14626000000000006,1462.6000000000006,123.94915254237725,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.18029,1.18029,True,,,,,,,,,,,,,False,,False,,,,,False,,950131,1336963.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-2613480.0,-2612745.0,,,,,,,,,,,,,0.5,-2.305085,-1.0,stop_anchored,0.0,native_fill_rules,-2.305085,-0.355932,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.050847,default,457
S_2,S_2,entry_baseline,baseline,2,bearish,BOS,2015-01-07 11:30:00+00:00,2017-08-02 17:07:00+00:00,Outside,2017-08-02 17:10:00+00:00,LOSS,1.18824,1.18903,1.1866599999999998,0.0007900000000000684,2.0,-1.0759493670886011,-1.0,0.02531645569620034,0.05063291139240068,0.0,0.07594936708860102,-1.0759493670886011,1.18808,1.18831,1.18795,1.18799,966470,966473,3,3.0,False,0.0027600000000000957,399.9999999999678,27.600000000000957,True,10.144927536232817,0.700000000000145,0.0,0.0,0.0,1.18824,1.18824,0.15420999999999996,1542.0999999999995,195.20253164555265,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.18824,1.18824,True,,,,,,,,,,,,,False,,False,,,,,False,,961343,1351057.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-2624115.0,-2623890.0,,,,,,,,,,,,,0.417722,-3.493671,-1.0,stop_anchored,0.417722,native_fill_rules,-3.493671,0.481013,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.075949,default,458
L_486,L_486,entry_baseline,baseline,486,bullish,BOS,2017-08-02 06:45:00+00:00,2017-08-04 13:50:00+00:00,New York,2017-08-04 13:53:00+00:00,LOSS,1.18039,1.17927,1.18263,0.0011200000000000099,2.0,-1.0535714285714282,-1.0,0.0178571428571427,0.0357142857142854,0.0,0.053571428571428104,-1.0535714285714282,1.18059,1.18076,1.18039,1.18059,969153,969156,3,3.0,False,0.0012700000000001044,124.5098039215763,12.700000000001044,True,0.0,0.0,0.0,0.0,0.0,1.18039,1.18039,0.010610000000000008,106.10000000000008,9.47321428571421,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.18039,1.18039,True,,,,,,,,,,,,,False,,False,,,,,False,,3305,3305.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1273755.0,-1273455.0,,,,,,,,,,,,,0.330357,-1.133929,-1.0,stop_anchored,0.241071,native_fill_rules,-1.133929,-0.303571,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.053571,default,459
L_488,L_488,entry_baseline,baseline,488,bullish,CHoCH,2017-08-08 01:30:00+00:00,2017-08-08 14:11:00+00:00,New York,2017-08-08 14:13:00+00:00,LOSS,1.17855,1.17802,1.1796099999999998,0.0005299999999999194,2.0,-1.1132075471698286,-1.0,0.03773584905660951,0.07547169811321902,0.0,0.11320754716982853,-1.1132075471698286,1.17924,1.17924,1.17849,1.17881,972054,972056,2,2.0,False,0.0006099999999999994,141.8604651163019,6.099999999999994,True,13.953488372083417,0.5999999999994898,0.0,0.0,0.0,1.17855,1.17855,0.00383,38.3,7.226415094340721,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.17855,1.17855,True,,,,,,,,,,,,,False,,False,,,,,False,,761,761.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1265685.0,-1265130.0,,,,,,,,,,,,,1.301887,-1.150943,-1.0,stop_anchored,0.660377,native_fill_rules,-1.150943,0.150943,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.113208,default,460
L_485,L_485,entry_baseline,baseline,485,bullish,BOS,2017-07-31 14:45:00+00:00,2017-08-08 15:56:00+00:00,NY PM,2017-08-08 15:57:00+00:00,LOSS,1.17268,1.17221,1.1736199999999999,0.00046999999999997044,2.0,-1.127659574468093,-1.0,0.04255319148936438,0.08510638297872876,0.0,0.12765957446809315,-1.127659574468093,1.17342,1.17343,1.17232,1.17268,972159,972160,1,1.0,False,0.0011699999999998933,316.21621621620324,11.699999999998933,True,97.29729729727946,3.5999999999991594,0.0,0.0,0.0,1.17268,1.17268,0.018320000000000114,183.20000000000113,38.97872340425801,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.17268,1.17268,True,,,,,,,,,,,,,False,,False,,,,,False,,8711,11591.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1276275.0,-1275855.0,,,,,,,,,,,,,1.595745,-2.489362,-1.0,stop_anchored,0.0,native_fill_rules,-2.489362,4.148936,True,6,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.12766,default,461
S_490,S_490,entry_baseline,baseline,490,bearish,BOS,2017-08-09 13:00:00+00:00,2017-08-09 18:39:00+00:00,Outside,2017-08-10 03:53:00+00:00,WIN,1.17594,1.17706,1.1737,0.0011200000000000099,2.0,1.9464285714285718,2.0,0.0178571428571427,0.0357142857142854,0.0,0.053571428571428104,1.9464285714285718,1.17591,1.17616,1.17585,1.17585,973762,974316,554,554.0,False,0.0010499999999999954,102.94117647058567,10.499999999999954,True,21.568627450990636,2.20000000000109,0.0,0.0,0.0,1.17594,1.17594,0.007030000000000092,70.30000000000092,6.276785714285741,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.17594,1.17594,True,,,,,,,,,,,,,False,,False,,,,,False,,339,339.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1264170.0,-1263000.0,,,,,,,,,,,,,4.9375,-1.410714,-1.0,stop_anchored,4.9375,native_fill_rules,-0.9375,,,,,,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,1.946429,default,462
S_489,S_489,entry_baseline,baseline,489,bearish,CHoCH,2017-08-08 14:15:00+00:00,2017-08-11 12:31:00+00:00,New York,2017-08-11 12:39:00+00:00,LOSS,1.18155,1.18248,1.1796900000000003,0.0009299999999998754,2.0,-1.0645161290322667,-1.0,0.021505376344088906,0.04301075268817781,0.0,0.06451612903226672,-1.0645161290322667,1.17975,1.18187,1.17954,1.18155,976274,976282,8,8.0,False,0.0009799999999999809,118.07228915664037,9.799999999999809,True,38.55421686746021,3.1999999999987594,0.0,0.0,0.0,1.18155,1.18155,0.012640000000000207,126.40000000000207,13.591397849464409,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.18155,1.18155,True,,,,,,,,,,,,,False,,False,,,,,False,,4216,4216.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1265115.0,-1264365.0,,,,,,,,,,,,,2.16129,-1.053763,-1.0,stop_anchored,1.44086,native_fill_rules,-1.053763,1.268817,False,27,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.064516,default,463
L_492,L_492,entry_baseline,baseline,492,bullish,BOS,2017-08-11 12:30:00+00:00,2017-08-15 06:03:00+00:00,Asia,2017-08-15 06:47:00+00:00,LOSS,1.17551,1.17475,1.1770300000000002,0.0007600000000000939,2.0,-1.0789473684210429,-1.0,0.026315789473680958,0.052631578947361916,0.0,0.07894736842104287,-1.0789473684210429,1.17578,1.17584,1.17537,1.1754,978766,978810,44,44.0,False,0.0019299999999999873,292.424242424194,19.299999999999873,True,21.21212121212223,1.40000000000029,0.0,0.0,0.0,1.17551,1.17551,0.00920999999999994,92.0999999999994,12.118421052630003,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.17551,1.17551,True,,,,,,,,,,,,,False,,False,,,,,False,,2493,5373.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1260330.0,-1260150.0,,,,,,,,,,,,,1.0,-2.539474,-1.0,stop_anchored,1.0,native_fill_rules,-2.539474,-1.302632,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.078947,default,464
L_491,L_491,entry_baseline,baseline,491,bullish,CHoCH,2017-08-10 19:00:00+00:00,2017-08-15 12:32:00+00:00,New York,2017-08-15 12:34:00+00:00,LOSS,1.17113,1.17031,1.17277,0.0008200000000000429,2.0,-1.0731707317073131,-1.0,0.02439024390243775,0.0487804878048755,0.0,0.07317073170731325,-1.0731707317073131,1.17204,1.17215,1.17091,1.17095,979155,979157,2,2.0,False,0.0012199999999999989,169.44444444443158,12.199999999999989,True,30.555555555568404,2.20000000000109,0.0,0.0,0.0,1.17113,1.17113,0.013589999999999991,135.8999999999999,16.573170731706437,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.17113,1.17113,True,,,,,,,,,,,,,False,,False,,,,,False,,3932,6812.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1261740.0,-1261200.0,,,,,,,,,,,,,1.243902,-1.487805,-1.0,stop_anchored,0.573171,native_fill_rules,-1.487805,-0.353659,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.073171,default,465
L_495,L_495,entry_baseline,baseline,495,bullish,BOS,2017-08-21 12:30:00+00:00,2017-08-23 07:17:00+00:00,London,2017-08-23 07:30:00+00:00,WIN,1.17419,1.17301,1.17655,0.0011799999999999589,2.0,1.9491525423728795,2.0,0.016949152542373475,0.03389830508474695,0.0,0.050847457627120424,1.9491525423728795,1.17515,1.17515,1.17403,1.17437,987474,987487,13,13.0,False,0.00016000000000016001,14.814814814830044,1.6000000000016001,False,14.814814814830044,1.6000000000016001,0.0,0.0,0.0,1.17419,1.17419,0.008610000000000007,86.10000000000007,7.296610169491785,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.17419,1.17419,True,,,,,,,,,,,,,False,,False,,,,,False,,2566,2567.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1246080.0,-1245750.0,,,,,,,,,,,,,29.694915,-1.161017,-1.0,stop_anchored,29.694915,native_fill_rules,-0.135593,,,,,,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,1.949153,default,466
S_497,S_497,entry_baseline,baseline,497,bearish,CHoCH,2017-08-25 07:00:00+00:00,2017-08-25 10:35:00+00:00,London Lull,2017-08-25 10:35:00+00:00,LOSS,1.18083,1.18156,1.1793700000000003,0.0007299999999998974,2.0,-1.0821917808219295,-1.0,0.027397260273976456,0.05479452054795291,0.0,0.08219178082192936,-1.0821917808219295,1.18069,1.18227,1.18064,1.18198,990552,990552,0,0.0,True,0.0014399999999998858,228.57142857144365,14.399999999998858,True,228.57142857144365,14.399999999998858,0.0,0.0,0.0,1.18083,1.18083,0.0035000000000000586,35.00000000000058,4.79452054794596,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.18083,1.18083,True,,,,,,,,,,,,,False,,False,,,,,False,,215,215.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1241145.0,-1240320.0,,,,,,,,,,,,,0.0,-1.972603,-1.0,stop_anchored,0.0,native_fill_rules,-1.972603,-0.972603,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.082192,default,467
S_493,S_493,entry_baseline,baseline,493,bearish,CHoCH,2017-08-15 06:45:00+00:00,2017-08-25 14:01:00+00:00,New York,2017-08-25 14:01:00+00:00,LOSS,1.18286,1.1846,1.1793799999999999,0.0017400000000000748,2.0,-1.0344827586206882,-1.0,0.011494252873562726,0.02298850574712545,0.0,0.03448275862068818,-1.0344827586206882,1.18189,1.18622,1.18186,1.186,990758,990758,0,0.0,True,0.0033600000000000296,204.87804878047888,33.60000000000029,True,204.87804878047888,33.60000000000029,0.0,0.0,0.0,1.18286,1.18286,0.016639999999999988,166.39999999999986,9.56321839080418,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.18286,1.18286,True,,,,,,,,,,,,,False,,False,,,,,False,,11950,14836.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1259865.0,-1254735.0,,,,,,,,,,,,,0.0,-1.931034,-1.0,stop_anchored,0.0,native_fill_rules,-1.931034,-0.689655,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.034483,default,468
S_487,S_487,entry_baseline,baseline,487,bearish,CHoCH,2017-08-04 12:30:00+00:00,2017-08-25 15:05:00+00:00,NY PM,2017-08-25 19:01:00+00:00,LOSS,1.18802,1.18901,1.1860400000000004,0.0009899999999998244,2.0,-1.0606060606060714,-1.0,0.020202020202023788,0.040404040404047575,0.0,0.06060606060607136,-1.0606060606060714,1.18777,1.18824,1.18771,1.18773,990822,991058,236,236.0,False,0.0015499999999999403,174.15730337081203,15.499999999999403,True,24.719101123587375,2.1999999999988695,0.0,0.0,0.0,1.18802,1.18802,0.02180000000000004,218.0000000000004,22.020202020205968,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.18802,1.18802,True,,,,,,,,,,,,,False,,False,,,,,False,,21749,30395.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-1270560.0,-1270230.0,,,,,,,,,,,,,1.656566,-1.565657,-1.0,stop_anchored,1.656566,native_fill_rules,-1.565657,-1.080808,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.060606,default,469
S_1,S_1,entry_baseline,baseline,1,bearish,BOS,2015-01-06 22:00:00+00:00,2017-08-28 15:11:00+00:00,NY PM,2017-08-28 15:26:00+00:00,LOSS,1.19596,1.19697,1.1939399999999996,0.0010100000000001774,2.0,-1.059405940594049,-1.0,0.019801980198016326,0.03960396039603265,0.0,0.05940594059404898,-1.059405940594049,1.19552,1.19623,1.19552,1.19588,992267,992282,15,15.0,False,0.0012100000000001554,132.9670329670225,12.100000000001554,True,29.670329670322698,2.6999999999999247,0.0,0.0,0.0,1.19596,1.19596,0.1619299999999999,1619.299999999999,160.32673267323906,0.0001,1,2,baseline,,,,,,,,,,,,,baseline,,1.19596,1.19596,True,,,,,,,,,,,,,False,,False,,,,,False,,987950,1389191.0,False,,,,,,,,,,,,,,,,,,,,,,,,,False,False,ISM Manufacturing PMI,ISM Manufacturing PMI,USD,USD,high,high,2020-01-03T15:00:00,2020-01-03T15:00:00,2020-01-03T14:57:00,2020-01-03T15:03:00,2020-01-03T14:57:00,2020-01-03T15:03:00,-2625615.0,-2624700.0,,,,,,,,,,,,,0.435644,-1.19802,-1.0,stop_anchored,0.237624,native_fill_rules,-1.19802,-0.643564,False,,50,fixed_horizon,False,,,,,,,,,,,,False,,,False,,,,,,False,,,,,,,1.0,-1.059406,default,470
