count,mean,median,min,max,p25,p75,p90,p95
2080,0.000853129807692307,0.0007700000000001594,8.000000000008001e-05,0.003889999999999949,0.0005399999999999849,0.0010699999999999044,0.0014300000000000423,0.0016899999999999693
